"Estacion","Fecha inicial","Fecha final","SO2"
"CLUB UNIÓN","2022-04-22","","1.24166667"
"CLUB UNIÓN","2022-04-21","","0.53"
"CLUB UNIÓN","2022-04-20","","0.56"
"CLUB UNIÓN","2022-04-19","","0.63529412"
"CLUB UNIÓN","2022-04-18","","0.92"
"CLUB UNIÓN","2022-04-17","","0.15714286"
"CLUB UNIÓN","2022-04-16","","0.8375"
"CLUB UNIÓN","2022-04-15","","0.38421053"
"CLUB UNIÓN","2022-04-14","","0.66521739"
"CLUB UNIÓN","2022-04-13","","0.44285714"
"CLUB UNIÓN","2022-04-12","","0.6625"
"CLUB UNIÓN","2022-04-11","","0.4625"
"CLUB UNIÓN","2022-04-10","","0.64347826"
"CLUB UNIÓN","2022-04-09","","0.94615385"
"CLUB UNIÓN","2022-04-08","","0.8"
"CLUB UNIÓN","2022-04-07","","0.98947368"
"CLUB UNIÓN","2022-04-06","","0.60833333"
"CLUB UNIÓN","2022-04-05","","1.24166667"
"CLUB UNIÓN","2022-04-04","","0.07272727"
"CLUB UNIÓN","2022-04-03","","0.9875"
"CLUB UNIÓN","2022-04-02","","1.37083333"
"CLUB UNIÓN","2022-04-01","","0.9047619"
"CLUB UNIÓN","2022-03-31","","1.16086957"
"CLUB UNIÓN","2022-03-30","","1.12916667"
"CLUB UNIÓN","2022-03-29","","1.45833333"
"CLUB UNIÓN","2022-03-28","","1.02083333"
"CLUB UNIÓN","2022-03-27","","0.325"
"CLUB UNIÓN","2022-03-26","","0.50833333"
"CLUB UNIÓN","2022-03-25","","2.72916667"
"CLUB UNIÓN","2022-03-24","","0.87"
"CLUB UNIÓN","2022-03-23","","1.67083333"
"CLUB UNIÓN","2022-03-22","","0.9625"
"CLUB UNIÓN","2022-03-21","","1.56666667"
"CLUB UNIÓN","2022-03-20","","1.14166667"
"CLUB UNIÓN","2022-03-19","","0.89583333"
"CLUB UNIÓN","2022-03-18","","0.89583333"
"CLUB UNIÓN","2022-03-17","","0.2625"
"CLUB UNIÓN","2022-03-16","","1.7125"
"CLUB UNIÓN","2022-03-15","","1.27916667"
"CLUB UNIÓN","2022-03-14","","0.55"
"CLUB UNIÓN","2022-03-13","","1.28333333"
"CLUB UNIÓN","2022-03-12","","1.0625"
"CLUB UNIÓN","2022-03-11","","1.8375"
"CLUB UNIÓN","2022-03-10","","2.57142857"
"CLUB UNIÓN","2022-03-09","","1.1125"
"CLUB UNIÓN","2022-03-08","","0.6625"
"CLUB UNIÓN","2022-03-07","","1.07916667"
"CLUB UNIÓN","2022-03-06","","0.8"
"CLUB UNIÓN","2022-03-05","","1.36666667"
"CLUB UNIÓN","2022-03-04","","1.53333333"
"CLUB UNIÓN","2022-03-03","","0.87083333"
"CLUB UNIÓN","2022-03-02","","0.7"
"CLUB UNIÓN","2022-03-01","","0.19166667"
"CLUB UNIÓN","2022-02-28","","0.5952381"
"CLUB UNIÓN","2022-02-27","","0.85"
"CLUB UNIÓN","2022-02-26","","1.89166667"
"CLUB UNIÓN","2022-02-25","","1.6125"
"CLUB UNIÓN","2022-02-24","","1.1"
"CLUB UNIÓN","2022-02-23","","1.2375"
"CLUB UNIÓN","2022-02-22","","1.22916667"
"CLUB UNIÓN","2022-02-21","","0.89545455"
"CLUB UNIÓN","2022-02-20","","1.15416667"
"CLUB UNIÓN","2022-02-19","","0.91666667"
"CLUB UNIÓN","2022-02-18","","1.05217391"
"CLUB UNIÓN","2022-02-17","","1.97083333"
"CLUB UNIÓN","2022-02-16","","1.85"
"CLUB UNIÓN","2022-02-15","","2.81304348"
"CLUB UNIÓN","2022-02-14","","1.38333333"
"CLUB UNIÓN","2022-02-13","","1.52083333"
"CLUB UNIÓN","2022-02-12","","1.52916667"
"CLUB UNIÓN","2022-02-11","","1.4125"
"CLUB UNIÓN","2022-02-10","","1.31666667"
"CLUB UNIÓN","2022-02-09","","1.425"
"CLUB UNIÓN","2022-02-08","","0.72916667"
"CLUB UNIÓN","2022-02-07","","1.02083333"
"CLUB UNIÓN","2022-02-06","","1.0875"
"CLUB UNIÓN","2022-02-05","","0.93333333"
"CLUB UNIÓN","2022-02-04","","0.64444444"
"CLUB UNIÓN","2022-02-03","","0.96521739"
"CLUB UNIÓN","2022-02-02","","1.7375"
"CLUB UNIÓN","2022-02-01","","1.1875"
"CLUB UNIÓN","2022-01-31","","0.95833333"
"CLUB UNIÓN","2022-01-30","","0.725"
"CLUB UNIÓN","2022-01-29","","1.3375"
"CLUB UNIÓN","2022-01-28","","0.8"
"CLUB UNIÓN","2022-01-27","","1.6"
"CLUB UNIÓN","2022-01-26","","1.02916667"
"CLUB UNIÓN","2022-01-25","","0.875"
"CLUB UNIÓN","2022-01-24","","0.6875"
"CLUB UNIÓN","2022-01-23","","1.225"
"CLUB UNIÓN","2022-01-22","","0.65"
"CLUB UNIÓN","2022-01-21","","0.88333333"
"CLUB UNIÓN","2022-01-20","","0.76923077"
"CLUB UNIÓN","2022-01-19","","0.84705882"
"CLUB UNIÓN","2022-01-18","","0.48181818"
"CLUB UNIÓN","2022-01-17","","0.68"
"CLUB UNIÓN","2022-01-16","","0.38181818"
"CLUB UNIÓN","2022-01-15","","0.79230769"
"CLUB UNIÓN","2022-01-14","","1.15"
"CLUB UNIÓN","2022-01-13","","1.00833333"
"CLUB UNIÓN","2022-01-12","","0.7375"
"CLUB UNIÓN","2022-01-11","","1.2375"
"CLUB UNIÓN","2022-01-10","","1.48333333"
"CLUB UNIÓN","2022-01-09","","1.07916667"
"CLUB UNIÓN","2022-01-08","","0.57894737"
"CLUB UNIÓN","2022-01-07","","0.76956522"
"CLUB UNIÓN","2022-01-06","","1.12083333"
"CLUB UNIÓN","2022-01-05","","0.72173913"
"CLUB UNIÓN","2022-01-04","","0.5375"
"CLUB UNIÓN","2022-01-03","","0.37222222"
"CLUB UNIÓN","2022-01-02","","1.0875"
"CLUB UNIÓN","2022-01-01","","1.10833333"
"CLUB UNIÓN","2021-12-31","","1.12083333"
"CLUB UNIÓN","2021-12-30","","0.53333333"
"CLUB UNIÓN","2021-12-29","","0.37894737"
"CLUB UNIÓN","2021-12-28","","0.76153846"
"CLUB UNIÓN","2021-12-27","","1.05833333"
"CLUB UNIÓN","2021-12-26","","1.29166667"
"CLUB UNIÓN","2021-12-25","","0.87916667"
"CLUB UNIÓN","2021-12-24","","0.67916667"
"CLUB UNIÓN","2021-12-23","","0.43913043"
"CLUB UNIÓN","2021-12-22","","0.75833333"
"CLUB UNIÓN","2021-12-21","","1.6125"
"CLUB UNIÓN","2021-12-20","","0.85"
"CLUB UNIÓN","2021-12-19","","0.93333333"
"CLUB UNIÓN","2021-12-18","","1.42916667"
"CLUB UNIÓN","2021-12-17","","1.4875"
"CLUB UNIÓN","2021-12-16","","1.07916667"
"CLUB UNIÓN","2021-12-15","","0.925"
"CLUB UNIÓN","2021-12-14","","1.6375"
"CLUB UNIÓN","2021-12-13","","0.43043478"
"CLUB UNIÓN","2021-12-12","","1.40416667"
"CLUB UNIÓN","2021-12-11","","0.89583333"
"CLUB UNIÓN","2021-12-10","","0.65416667"
"CLUB UNIÓN","2021-12-09","","0.85"
"CLUB UNIÓN","2021-12-08","","0.71666667"
"CLUB UNIÓN","2021-12-07","","1.54166667"
"CLUB UNIÓN","2021-12-06","","0.675"
"CLUB UNIÓN","2021-12-05","","1.4125"
"CLUB UNIÓN","2021-12-04","","1.9125"
"CLUB UNIÓN","2021-12-03","","1.25416667"
"CLUB UNIÓN","2021-12-02","","1.15"
"CLUB UNIÓN","2021-12-01","","1.05833333"
