"Estacion","Fecha inicial","Fecha final","NO"
"CLUB UNIÓN","2023-06-27","","17.31425"
"CLUB UNIÓN","2023-06-26","","19.202125"
"CLUB UNIÓN","2023-06-25","","14.27030435"
"CLUB UNIÓN","2023-06-24","","15.59645833"
"CLUB UNIÓN","2023-06-23","","26.81408333"
"CLUB UNIÓN","2023-06-22","","26.10908333"
"CLUB UNIÓN","2023-06-21","","23.91933333"
"CLUB UNIÓN","2023-06-20","","18.204"
"CLUB UNIÓN","2023-06-19","","13.74233333"
"CLUB UNIÓN","2023-06-18","","19.93752174"
"CLUB UNIÓN","2023-06-17","","32.134625"
"CLUB UNIÓN","2023-06-16","","23.37704167"
"CLUB UNIÓN","2023-06-15","","19.75383333"
"CLUB UNIÓN","2023-06-14","","15.71570833"
"CLUB UNIÓN","2023-06-13","","22.819875"
"CLUB UNIÓN","2023-06-12","","16.45641667"
"CLUB UNIÓN","2023-06-11","","12.761"
"CLUB UNIÓN","2023-06-10","","27.468625"
"CLUB UNIÓN","2023-06-09","","23.049"
"CLUB UNIÓN","2023-06-08","","27.15645833"
"CLUB UNIÓN","2023-06-07","","23.70908333"
"CLUB UNIÓN","2023-06-06","","19.34365217"
"CLUB UNIÓN","2023-06-05","","18.58458333"
"CLUB UNIÓN","2023-06-04","","14.15513043"
"CLUB UNIÓN","2023-06-03","","14.647125"
"CLUB UNIÓN","2023-06-02","","15.324875"
"CLUB UNIÓN","2023-06-01","","11.50029167"
"CLUB UNIÓN","2023-05-31","","15.72883333"
"CLUB UNIÓN","2023-05-30","","32.89325"
"CLUB UNIÓN","2023-05-29","","6.41075"
"CLUB UNIÓN","2023-05-28","","13.84052174"
"CLUB UNIÓN","2023-05-27","","14.647125"
"CLUB UNIÓN","2023-05-26","","15.324875"
"CLUB UNIÓN","2023-05-25","","11.50029167"
"CLUB UNIÓN","2023-05-24","","15.72883333"
"CLUB UNIÓN","2023-05-23","","18.65826087"
"CLUB UNIÓN","2023-05-22","","6.41075"
"CLUB UNIÓN","2023-05-21","","4.17173913"
"CLUB UNIÓN","2023-05-20","","9.89941667"
"CLUB UNIÓN","2023-05-19","","10.300375"
"CLUB UNIÓN","2023-05-18","","8.52679167"
"CLUB UNIÓN","2023-05-17","","10.91691667"
"CLUB UNIÓN","2023-05-16","","17.04741667"
"CLUB UNIÓN","2023-05-15","","17.32358333"
"CLUB UNIÓN","2023-05-14","","11.41391304"
"CLUB UNIÓN","2023-05-13","","15.58591667"
"CLUB UNIÓN","2023-05-12","","16.539375"
"CLUB UNIÓN","2023-05-11","","10.86433333"
"CLUB UNIÓN","2023-05-10","","17.92758333"
"CLUB UNIÓN","2023-05-09","","11.3059"
"CLUB UNIÓN","2023-05-08","","6.926"
"CLUB UNIÓN","2023-05-07","","2.19165217"
"CLUB UNIÓN","2023-05-06","","4.56375"
"CLUB UNIÓN","2023-05-05","","7.59004167"
"CLUB UNIÓN","2023-05-04","","10.82091667"
"CLUB UNIÓN","2023-05-03","","10.73995833"
"CLUB UNIÓN","2023-05-02","","13.44866667"
"CLUB UNIÓN","2023-05-01","","2.078375"
"CLUB UNIÓN","2023-04-30","","18.418"
"CLUB UNIÓN","2023-04-28","","14.67265217"
"CLUB UNIÓN","2023-04-27","","10.35990909"
"CLUB UNIÓN","2023-04-26","","13.33125"
"CLUB UNIÓN","2023-04-25","","1.88277778"
"CLUB UNIÓN","2023-04-22","","21.71506667"
"CLUB UNIÓN","2023-04-21","","18.74641667"
"CLUB UNIÓN","2023-04-20","","24.59695833"
"CLUB UNIÓN","2023-04-19","","15.858875"
"CLUB UNIÓN","2023-04-18","","8.87483333"
"CLUB UNIÓN","2023-04-17","","8.20104167"
"CLUB UNIÓN","2023-04-16","","3.17534783"
"CLUB UNIÓN","2023-04-15","","9.11858333"
"CLUB UNIÓN","2023-04-14","","12.56857143"
"CLUB UNIÓN","2023-04-13","","20.39304167"
"CLUB UNIÓN","2023-04-12","","12.95283333"
"CLUB UNIÓN","2023-04-11","","8.06866667"
"CLUB UNIÓN","2023-04-10","","10.21068421"
"CLUB UNIÓN","2023-04-09","","7.97386957"
"CLUB UNIÓN","2023-04-08","","6.20354167"
"CLUB UNIÓN","2023-04-07","","2.82504167"
"CLUB UNIÓN","2023-04-06","","8.266375"
"CLUB UNIÓN","2023-04-05","","8.94633333"
"CLUB UNIÓN","2023-04-04","","11.08279167"
"CLUB UNIÓN","2023-04-03","","9.86745833"
"CLUB UNIÓN","2023-04-02","","8.23645833"
"CLUB UNIÓN","2023-04-01","","9.55658333"
"CLUB UNIÓN","2023-03-31","","11.98116667"
"CLUB UNIÓN","2023-03-30","","13.19695833"
"CLUB UNIÓN","2023-03-29","","11.51729167"
"CLUB UNIÓN","2023-03-28","","10.45491667"
"CLUB UNIÓN","2023-03-27","","9.737875"
"CLUB UNIÓN","2023-03-26","","7.553375"
"CLUB UNIÓN","2023-03-25","","10.59216667"
"CLUB UNIÓN","2023-03-24","","9.43383333"
"CLUB UNIÓN","2023-03-23","","8.095875"
"CLUB UNIÓN","2023-03-22","","9.75308333"
"CLUB UNIÓN","2023-03-21","","8.37541667"
"CLUB UNIÓN","2023-03-20","","6.90379167"
"CLUB UNIÓN","2023-03-19","","4.97583333"
"CLUB UNIÓN","2023-03-18","","9.50204167"
"CLUB UNIÓN","2023-03-17","","11.71341667"
"CLUB UNIÓN","2023-03-16","","13.20079167"
"CLUB UNIÓN","2023-03-15","","11.91670833"
"CLUB UNIÓN","2023-03-14","","19.13170833"
"CLUB UNIÓN","2023-03-13","","16.757875"
"CLUB UNIÓN","2023-03-12","","11.900625"
"CLUB UNIÓN","2023-03-11","","17.33975"
"CLUB UNIÓN","2023-03-10","","19.643125"
"CLUB UNIÓN","2023-03-09","","16.7065"
"CLUB UNIÓN","2023-03-08","","15.39766667"
"CLUB UNIÓN","2023-03-07","","20.58066667"
"CLUB UNIÓN","2023-02-26","","8.9903"
"CLUB UNIÓN","2023-02-25","","16.57408333"
"CLUB UNIÓN","2023-02-24","","13.44214286"
"CLUB UNIÓN","2023-02-23","","14.67466667"
"CLUB UNIÓN","2023-02-22","","15.91733333"
"CLUB UNIÓN","2023-02-21","","11.21429167"
"CLUB UNIÓN","2023-02-20","","6.097875"
"CLUB UNIÓN","2023-02-19","","7.28730435"
"CLUB UNIÓN","2023-02-18","","9.33120833"
"CLUB UNIÓN","2023-02-17","","18.62766667"
"CLUB UNIÓN","2023-02-16","","27.76933333"
"CLUB UNIÓN","2023-02-15","","16.09658333"
"CLUB UNIÓN","2023-02-14","","14.78195455"
"CLUB UNIÓN","2023-02-13","","8.69479167"
"CLUB UNIÓN","2023-02-12","","8.2545"
"CLUB UNIÓN","2023-02-11","","8.27004167"
"CLUB UNIÓN","2023-02-10","","13.62266667"
"CLUB UNIÓN","2023-02-09","","15.55383333"
"CLUB UNIÓN","2023-02-08","","11.100625"
"CLUB UNIÓN","2023-02-07","","13.83575"
"CLUB UNIÓN","2023-02-06","","14.23629167"
"CLUB UNIÓN","2023-02-05","","6.59220833"
"CLUB UNIÓN","2023-02-04","","9.01333333"
"CLUB UNIÓN","2023-02-03","","11.70025"
"CLUB UNIÓN","2023-02-02","","13.38754167"
"CLUB UNIÓN","2023-02-01","","13.872375"
"CLUB UNIÓN","2023-01-31","","8.71723529"
"CLUB UNIÓN","2023-01-30","","13.78158333"
"CLUB UNIÓN","2023-01-29","","11.9745"
"CLUB UNIÓN","2023-01-28","","13.71395833"
"CLUB UNIÓN","2023-01-27","","14.444375"
"CLUB UNIÓN","2023-01-26","","17.32727273"
"CLUB UNIÓN","2023-01-25","","18.35154167"
"CLUB UNIÓN","2023-01-24","","14.98975"
"CLUB UNIÓN","2023-01-23","","10.133375"
"CLUB UNIÓN","2023-01-22","","11.42720833"
"CLUB UNIÓN","2023-01-21","","13.71395833"
"CLUB UNIÓN","2023-01-20","","14.444375"
"CLUB UNIÓN","2023-01-19","","16.40229167"
"CLUB UNIÓN","2023-01-18","","18.35154167"
"CLUB UNIÓN","2023-01-17","","14.98975"
"CLUB UNIÓN","2023-01-16","","10.41513043"
"CLUB UNIÓN","2023-01-15","","7.48154167"
"CLUB UNIÓN","2023-01-14","","15.82379167"
"CLUB UNIÓN","2023-01-13","","17.53329167"
"CLUB UNIÓN","2023-01-12","","18.50083333"
"CLUB UNIÓN","2023-01-11","","18.734"
"CLUB UNIÓN","2023-01-10","","11.24070833"
"CLUB UNIÓN","2023-01-09","","5.53943478"
"CLUB UNIÓN","2023-01-08","","9.01221739"
"CLUB UNIÓN","2023-01-07","","14.38875"
"CLUB UNIÓN","2023-01-06","","19.09783333"
"CLUB UNIÓN","2023-01-05","","17.237625"
"CLUB UNIÓN","2023-01-04","","18.372125"
"CLUB UNIÓN","2023-01-03","","11.216125"
"CLUB UNIÓN","2023-01-02","","18.98754167"
"CLUB UNIÓN","2023-01-01","","4.67756522"
"CLUB UNIÓN","2022-12-31","","13.36265217"
"CLUB UNIÓN","2022-12-30","","20.53741667"
"CLUB UNIÓN","2022-12-29","","18.26895833"
"CLUB UNIÓN","2022-12-28","","8.26775"
"CLUB UNIÓN","2022-12-27","","14.102"
"CLUB UNIÓN","2022-12-26","","14.45222727"
"CLUB UNIÓN","2022-12-25","","7.37883333"
"CLUB UNIÓN","2022-12-24","","13.178125"
"CLUB UNIÓN","2022-12-23","","17.64825"
"CLUB UNIÓN","2022-12-22","","17.992875"
"CLUB UNIÓN","2022-12-21","","15.640625"
"CLUB UNIÓN","2022-12-20","","14.83204167"
"CLUB UNIÓN","2022-12-19","","17.80054167"
"CLUB UNIÓN","2022-12-18","","14.230125"
"CLUB UNIÓN","2022-12-17","","20.27025"
"CLUB UNIÓN","2022-12-16","","24.396625"
"CLUB UNIÓN","2022-12-15","","20.052375"
"CLUB UNIÓN","2022-12-14","","24.407625"
"CLUB UNIÓN","2022-12-13","","13.41057895"
"CLUB UNIÓN","2022-12-12","","20.93920833"
"CLUB UNIÓN","2022-12-11","","18.246625"
"CLUB UNIÓN","2022-12-10","","15.0255"
"CLUB UNIÓN","2022-12-09","","15.27241667"
"CLUB UNIÓN","2022-12-08","","12.029"
"CLUB UNIÓN","2022-12-07","","16.52416667"
"CLUB UNIÓN","2022-12-06","","16.95995833"
"CLUB UNIÓN","2022-12-05","","13.073375"
"CLUB UNIÓN","2022-12-04","","14.50779167"
"CLUB UNIÓN","2022-12-03","","16.61808333"
"CLUB UNIÓN","2022-12-02","","28.69154167"
"CLUB UNIÓN","2022-12-01","","27.25875"
"CLUB UNIÓN","2022-11-30","","13.40822727"
"CLUB UNIÓN","2022-11-29","","9.619"
"CLUB UNIÓN","2022-11-20","","35.04322727"
"CLUB UNIÓN","2022-11-19","","45.1822381"
"CLUB UNIÓN","2022-11-18","","33.43075"
"CLUB UNIÓN","2022-11-17","","28.70609091"
"CLUB UNIÓN","2022-11-16","","18.4655"
"CLUB UNIÓN","2022-11-15","","19.24095833"
"CLUB UNIÓN","2022-11-14","","3.22633333"
"CLUB UNIÓN","2022-11-13","","9.14508333"
"CLUB UNIÓN","2022-11-12","","17.07491667"
"CLUB UNIÓN","2022-11-11","","18.74179167"
"CLUB UNIÓN","2022-11-10","","12.250125"
"CLUB UNIÓN","2022-11-09","","12.31320833"
"CLUB UNIÓN","2022-11-08","","14.69641667"
"CLUB UNIÓN","2022-11-07","","9.85358333"
"CLUB UNIÓN","2022-11-06","","4.52570833"
"CLUB UNIÓN","2022-11-05","","8.76095833"
"CLUB UNIÓN","2022-11-04","","15.242"
"CLUB UNIÓN","2022-11-03","","25.673625"
"CLUB UNIÓN","2022-11-02","","25.17345833"
"CLUB UNIÓN","2022-11-01","","15.53142857"
"CLUB UNIÓN","2022-10-25","","12.17733333"
"CLUB UNIÓN","2022-10-24","","17.02354167"
"CLUB UNIÓN","2022-10-23","","18.5575"
"CLUB UNIÓN","2022-10-22","","18.58479167"
"CLUB UNIÓN","2022-10-21","","32.92475"
"CLUB UNIÓN","2022-10-20","","29.95829167"
"CLUB UNIÓN","2022-10-19","","24.976875"
"CLUB UNIÓN","2022-10-18","","17.76615"
"CLUB UNIÓN","2022-10-17","","16.49025"
"CLUB UNIÓN","2022-10-16","","25.40358333"
"CLUB UNIÓN","2022-10-15","","26.75358333"
"CLUB UNIÓN","2022-10-14","","22.2595"
"CLUB UNIÓN","2022-10-13","","22.20736364"
"CLUB UNIÓN","2022-10-11","","45.3153"
"CLUB UNIÓN","2022-10-10","","28.74858333"
"CLUB UNIÓN","2022-10-09","","24.69773913"
"CLUB UNIÓN","2022-10-08","","20.56045833"
"CLUB UNIÓN","2022-10-07","","25.975875"
"CLUB UNIÓN","2022-10-06","","22.95895833"
"CLUB UNIÓN","2022-10-05","","18.573875"
"CLUB UNIÓN","2022-10-04","","24.721875"
"CLUB UNIÓN","2022-10-03","","43.29908333"
"CLUB UNIÓN","2022-10-02","","21.5876087"
"CLUB UNIÓN","2022-10-01","","24.4255"
"CLUB UNIÓN","2022-09-30","","28.54995833"
"CLUB UNIÓN","2022-09-29","","18.93095455"
"CLUB UNIÓN","2022-09-28","","24.36333333"
"CLUB UNIÓN","2022-09-27","","22.21483333"
"CLUB UNIÓN","2022-09-26","","34.03095833"
"CLUB UNIÓN","2022-09-25","","19.23678261"
"CLUB UNIÓN","2022-09-24","","25.79879167"
"CLUB UNIÓN","2022-09-23","","27.46045"
"CLUB UNIÓN","2022-09-22","","33.47445833"
"CLUB UNIÓN","2022-09-21","","29.46266667"
"CLUB UNIÓN","2022-09-20","","34.80833333"
"CLUB UNIÓN","2022-09-19","","23.37295833"
"CLUB UNIÓN","2022-09-18","","25.52326087"
"CLUB UNIÓN","2022-09-17","","35.340125"
"CLUB UNIÓN","2022-09-16","","30.76554167"
"CLUB UNIÓN","2022-09-15","","21.31966667"
"CLUB UNIÓN","2022-09-14","","14.93728571"
"CLUB UNIÓN","2022-04-07","","18.1"
"CLUB UNIÓN","2022-04-06","","23.175"
"CLUB UNIÓN","2022-04-05","","18.07916667"
"CLUB UNIÓN","2022-04-04","","13.17083333"
"CLUB UNIÓN","2022-04-03","","18.39583333"
"CLUB UNIÓN","2022-04-02","","21.5375"
"CLUB UNIÓN","2022-04-01","","13.3625"
"CLUB UNIÓN","2022-03-31","","19.3173913"
"CLUB UNIÓN","2022-03-30","","19.05"
"CLUB UNIÓN","2022-03-29","","22.2375"
"CLUB UNIÓN","2022-03-28","","32.15833333"
"CLUB UNIÓN","2022-03-27","","19.80416667"
"CLUB UNIÓN","2022-03-26","","15.975"
"CLUB UNIÓN","2022-03-25","","12.47916667"
"CLUB UNIÓN","2022-03-24","","20.91578947"
"CLUB UNIÓN","2022-03-23","","23.6375"
"CLUB UNIÓN","2022-03-22","","23.90833333"
"CLUB UNIÓN","2022-03-21","","16.98333333"
"CLUB UNIÓN","2022-03-20","","20.27916667"
"CLUB UNIÓN","2022-03-19","","26.09166667"
"CLUB UNIÓN","2022-03-18","","26.97916667"
"CLUB UNIÓN","2022-03-17","","20.97083333"
"CLUB UNIÓN","2022-03-16","","22.89166667"
"CLUB UNIÓN","2022-03-15","","29.92916667"
"CLUB UNIÓN","2022-03-14","","25.47083333"
"CLUB UNIÓN","2022-03-13","","15.375"
"CLUB UNIÓN","2022-03-12","","33.96666667"
"CLUB UNIÓN","2022-03-11","","25.04166667"
"CLUB UNIÓN","2022-03-10","","33.96363636"
"CLUB UNIÓN","2022-03-09","","22.73333333"
"CLUB UNIÓN","2022-03-08","","22.675"
"CLUB UNIÓN","2022-03-07","","21.54583333"
"CLUB UNIÓN","2022-03-06","","20.3625"
"CLUB UNIÓN","2022-03-05","","30.10833333"
"CLUB UNIÓN","2022-03-04","","37.66666667"
"CLUB UNIÓN","2022-03-03","","23.5125"
"CLUB UNIÓN","2022-03-02","","23.9"
"CLUB UNIÓN","2022-03-01","","25.1125"
"CLUB UNIÓN","2022-02-28","","24.14782609"
"CLUB UNIÓN","2022-02-27","","21.59166667"
"CLUB UNIÓN","2022-02-26","","20.125"
"CLUB UNIÓN","2022-02-25","","24.15"
"CLUB UNIÓN","2022-02-24","","13.55833333"
"CLUB UNIÓN","2022-02-23","","15.175"
"CLUB UNIÓN","2022-02-22","","20.62083333"
"CLUB UNIÓN","2022-02-21","","18.175"
"CLUB UNIÓN","2022-02-20","","20.925"
"CLUB UNIÓN","2022-02-19","","14.68333333"
"CLUB UNIÓN","2022-02-18","","21.475"
"CLUB UNIÓN","2022-02-17","","17.9"
"CLUB UNIÓN","2022-02-16","","17.3125"
"CLUB UNIÓN","2022-02-15","","13.87083333"
"CLUB UNIÓN","2022-02-14","","21.91666667"
"CLUB UNIÓN","2022-02-13","","13.3"
"CLUB UNIÓN","2022-02-12","","26.68333333"
"CLUB UNIÓN","2022-02-11","","29.51666667"
"CLUB UNIÓN","2022-02-10","","28.325"
"CLUB UNIÓN","2022-02-09","","32.24166667"
"CLUB UNIÓN","2022-02-08","","18.7375"
"CLUB UNIÓN","2022-02-07","","17.625"
"CLUB UNIÓN","2022-02-06","","14.7125"
"CLUB UNIÓN","2022-02-05","","18.8625"
"CLUB UNIÓN","2022-02-04","","19.68333333"
"CLUB UNIÓN","2022-02-03","","21.675"
"CLUB UNIÓN","2022-02-02","","24.20416667"
"CLUB UNIÓN","2022-02-01","","20.76666667"
"CLUB UNIÓN","2022-01-31","","17.12916667"
"CLUB UNIÓN","2022-01-30","","10.50833333"
"CLUB UNIÓN","2022-01-29","","7.6"
"CLUB UNIÓN","2022-01-28","","24.4125"
"CLUB UNIÓN","2022-01-27","","20.14583333"
"CLUB UNIÓN","2022-01-26","","10.84166667"
"CLUB UNIÓN","2022-01-25","","11.1375"
"CLUB UNIÓN","2022-01-24","","12.425"
"CLUB UNIÓN","2022-01-23","","20.8375"
"CLUB UNIÓN","2022-01-22","","19.64166667"
"CLUB UNIÓN","2022-01-21","","22.04166667"
"CLUB UNIÓN","2022-01-20","","25.95"
"CLUB UNIÓN","2022-01-19","","28.32916667"
"CLUB UNIÓN","2022-01-18","","15.8375"
"CLUB UNIÓN","2022-01-17","","28.15416667"
"CLUB UNIÓN","2022-01-16","","26.03333333"
"CLUB UNIÓN","2022-01-15","","25.8375"
"CLUB UNIÓN","2022-01-14","","21.57083333"
"CLUB UNIÓN","2022-01-13","","13.00833333"
"CLUB UNIÓN","2022-01-12","","14.93333333"
"CLUB UNIÓN","2022-01-11","","10.5625"
"CLUB UNIÓN","2022-01-10","","14.99166667"
"CLUB UNIÓN","2022-01-09","","17.72083333"
"CLUB UNIÓN","2022-01-08","","28.35"
"CLUB UNIÓN","2022-01-07","","24.8625"
"CLUB UNIÓN","2022-01-06","","20.4"
"CLUB UNIÓN","2022-01-05","","20.50833333"
"CLUB UNIÓN","2022-01-04","","17.0875"
"CLUB UNIÓN","2022-01-03","","17.4875"
"CLUB UNIÓN","2022-01-02","","13.20416667"
"CLUB UNIÓN","2022-01-01","","14.07916667"
"CLUB UNIÓN","2021-12-31","","25.15416667"
"CLUB UNIÓN","2021-12-30","","25.67916667"
"CLUB UNIÓN","2021-12-29","","21.03333333"
"CLUB UNIÓN","2021-12-28","","28.8625"
"CLUB UNIÓN","2021-12-27","","26.28333333"
"CLUB UNIÓN","2021-12-26","","18.58333333"
"CLUB UNIÓN","2021-12-25","","17.6875"
"CLUB UNIÓN","2021-12-24","","23.49583333"
"CLUB UNIÓN","2021-12-23","","20.13333333"
"CLUB UNIÓN","2021-12-22","","20.25833333"
"CLUB UNIÓN","2021-12-21","","30.675"
"CLUB UNIÓN","2021-12-20","","22.3125"
"CLUB UNIÓN","2021-12-19","","19.94166667"
"CLUB UNIÓN","2021-12-18","","19.63333333"
"CLUB UNIÓN","2021-12-17","","21.18333333"
"CLUB UNIÓN","2021-12-16","","24.20833333"
"CLUB UNIÓN","2021-12-15","","24.95416667"
"CLUB UNIÓN","2021-12-14","","25.59166667"
"CLUB UNIÓN","2021-12-13","","15.28333333"
"CLUB UNIÓN","2021-12-12","","9.77916667"
"CLUB UNIÓN","2021-12-11","","13.8"
"CLUB UNIÓN","2021-12-10","","14.03333333"
"CLUB UNIÓN","2021-12-09","","18.3875"
"CLUB UNIÓN","2021-12-08","","21.15416667"
"CLUB UNIÓN","2021-12-07","","25.57083333"
"CLUB UNIÓN","2021-12-06","","20.76666667"
"CLUB UNIÓN","2021-12-05","","21.45416667"
"CLUB UNIÓN","2021-12-04","","22.91666667"
"CLUB UNIÓN","2021-12-03","","31.3125"
"CLUB UNIÓN","2021-12-02","","29.6375"
"CLUB UNIÓN","2021-12-01","","14.25416667"
