Estacion,Fecha inicial,Año,Mes,Día,NO,VViento,O3,DViento,PLiquida,HAire10,CO,NO2,P,PM2.5,SO2,PM10,TAire10,RGlobal
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-03,2023,5,3,12.63645833,1.86504167,34.29583333,231.8934167,,60.2375,607.7130833,27.98079167,675.6780833,10.25416667,,23.1875,25.36625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-02,2023,5,2,19.97225,1.83879167,27.45833333,204.0113333,,71.03866667,749.30175,24.06304167,676.752125,11.35416667,,24.1875,24.7925,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-01,2023,5,1,10.690375,1.843125,22.5625,185.63875,,76.28479167,367.4586667,15.43466667,677.58775,5.6125,,14.62083333,23.87566667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-30,2023,4,30,10.51747826,1.54486957,20.56086957,229.4291304,,84.70256522,460.1153478,18.32013043,678.3817391,7.53043478,2.59090909,15.66956522,23.25852174,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-29,2023,4,29,12.596,1.99691667,25.0625,196.7592917,,78.1015,488.7449167,19.21225,677.9184583,7.52083333,3.64583333,17.3,23.96725,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-28,2023,4,28,15.02809524,1.806375,24.42083333,216.0725833,,80.99483333,636.4723478,22.78228571,677.8326667,8.37916667,4.30833333,18.47916667,23.33833333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-27,2023,4,27,13.415,1.76908333,25.27083333,227.4696667,,79.87245833,590.6049167,24.37891667,677.6672917,9.25416667,3.46666667,20.97916667,23.79408333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-26,2023,4,26,13.32733333,1.55033333,23.43333333,202.2547083,,84.47541667,675.114125,23.204625,677.85925,9.34583333,3.65833333,19.7875,23.11083333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-25,2023,4,25,11.99783333,1.85504167,29.60833333,235.163,,79.19904167,479.4499167,21.903,677.7842083,12.7875,3.23333333,25.4,24.10679167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-24,2023,4,24,9.81579167,1.76883333,27.81666667,211.6358333,,81.12595833,490.1929583,21.39454167,677.9414167,11.4875,3.37916667,22.52083333,23.044875,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-23,2023,4,23,12.59747826,1.84921739,27.96956522,230.5966957,,77.5776087,369.2175217,17.86469565,677.3409565,8.84782609,2.09130435,18.99130435,23.43691304,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-22,2023,4,22,17.183625,1.22233333,19.45833333,204.0543333,,87.60891667,641.045375,22.614875,677.5264583,10.20416667,3.29583333,20.55,21.230125,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-21,2023,4,21,14.31604167,1.581875,20.425,248.410625,,83.34804167,621.523375,26.75716667,677.6354583,13.74583333,3.09583333,28.3625,22.23675,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-20,2023,4,20,15.54229167,1.64475,23.22083333,208.4453333,,82.25204167,667.9911667,27.774125,677.3007083,15.0625,3.69166667,29.17916667,23.47175,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-19,2023,4,19,9.73154167,1.94116667,26.99166667,230.854625,,76.33041667,455.0117917,24.34141667,676.574375,10.34166667,2.74583333,21.69166667,24.19666667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-18,2023,4,18,9.509125,1.763875,28.95833333,212.0945,,78.73183333,462.203375,23.42291667,677.158375,8.5375,2.5125,18.89166667,23.70616667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-17,2023,4,17,9.457,1.7495,19.72222222,223.704875,,82.97729167,1155.616056,23.14555556,677.6632917,6.6,1.24117647,14.30416667,22.52291667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-16,2023,4,16,4.412,1.89443478,38.96521739,223.585,,84.27104348,1415.860522,18.55469565,677.869,8.59565217,1,14.01304348,22.74095652,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-15,2023,4,15,9.27016667,2.13220833,40.33333333,231.8609167,,73.555,1606.240917,25.21441667,676.7626667,16.25416667,1.5125,27.72916667,25.10883333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-14,2023,4,14,14.8415,2.03179167,33.775,242.6832083,,73.45225,1767.255875,27.16758333,675.9973333,14.25,1.54166667,27.80416667,24.805625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-13,2023,4,13,17.66520833,1.41791667,24.82727273,195.8359167,,80.0345,1922.52175,29.10429167,675.8539583,13.23333333,1.21666667,27.69166667,23.42691667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-12,2023,4,12,13.10483333,1.64841667,23.825,209.08,,81.73416667,1679.873625,23.98004167,676.5408333,10.49166667,1.0375,22.27083333,23.545375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-11,2023,4,11,5.699625,2.05075,32.12083333,223.31325,,80.414125,1502.171375,23.15491667,677.1653333,12.12083333,0.92083333,20.50416667,23.79891667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-10,2023,4,10,12.58052632,1.52010526,20.23684211,169.0714583,,77.32216667,1634.449053,28.18315789,677.2904737,13.28421053,1.03684211,26.6,23.84342105,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-09,2023,4,9,6.01270833,2.00029167,32.4375,202.1285,,74.878125,1374.012375,19.8915,677.3617917,9.71666667,1.02916667,18.10416667,24.42254167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-08,2023,4,8,6.62508333,1.83870833,31.32916667,244.5255833,,78.61683333,1377.246833,18.95666667,677.6775833,9.5875,0.65416667,19.47916667,23.42679167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-07,2023,4,7,3.792875,2.01554167,41.20833333,259.6492917,,81.35270833,1177.482333,14.3685,677.2426667,8.3875,1.60416667,13.325,22.40916667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-06,2023,4,6,7.36308333,1.88079167,30.325,205.290625,,77.319875,1466.412333,24.07925,676.050125,16.64166667,1.0125,28.9875,23.37958333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-05,2023,4,5,11.844875,1.705125,29.52083333,217.3934583,,75.70216667,1677.145333,29.76770833,675.729125,15.47083333,1.72083333,30.34583333,24.02441667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-04,2023,4,4,8.12041667,2.09033333,31.66666667,199.1967083,,74.56266667,1559.456792,24.03870833,675.5866667,12.60833333,1.22916667,24.15,24.63695833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-03,2023,4,3,13.12625,1.97279167,30.9625,189.814,,75.47266667,1508.702833,21.859,676.000125,10.9125,0.94583333,20.9875,24.34629167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-02,2023,4,2,7.20208333,1.92025,32.80833333,226.5862083,,78.01258333,1444.601708,22.89841667,676.9180833,14.675,1.16666667,22.93333333,23.82783333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-04-01,2023,4,1,6.15866667,2.02791667,37.1625,226.131625,,82.468625,1637.709708,26.72033333,677.3627083,19.1625,1.15416667,28.79166667,23.30204167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-31,2023,3,31,12.141375,1.91945833,35.74166667,209.5379167,,74.803625,1785.799458,33.63833333,677.0963333,20.2125,1.1625,35.37916667,24.63120833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-30,2023,3,30,14.15441667,2.06866667,32.3,236.674625,,76.77966667,1653.852708,30.56975,676.849375,21.3125,1.17083333,35.2375,23.83579167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-29,2023,3,29,12.53470833,1.57845833,31.3375,159.4045417,,79.259375,1788.945,35.56391667,676.8164583,25.70833333,0.825,41.69583333,23.09270833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-28,2023,3,28,5.06233333,2.33425,42.4375,223.2998333,,77.7125,1366.148625,24.86170833,677.0354583,16.2125,1.10416667,26.2625,23.369625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-27,2023,3,27,10.87133333,2.00979167,38.0125,206.95475,,79.58733333,1479.629042,23.69804167,677.16675,20.69583333,1.18333333,32.60416667,23.64070833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-26,2023,3,26,5.602375,1.84741667,36.9,201.6550833,,78.676625,1383.847458,25.037125,677.0946667,25.38333333,1.1875,36.62916667,23.81391667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-25,2023,3,25,6.663875,2.08670833,50.675,241.54975,,77.106875,1403.866,27.78479167,677.3267083,25.01666667,1.17916667,36.35833333,23.40925,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-24,2023,3,24,10.30320833,2.10883333,53.28333333,263.148625,,73.37225,1445.970042,27.81995833,677.0378333,32.61666667,1.54583333,46.61666667,24.340625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-23,2023,3,23,10.47125,2.123875,52.8125,256.7971667,,74.50108333,1455.611833,28.567875,677.256125,37.70833333,1.76666667,52.89583333,23.960625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-22,2023,3,22,7.68541667,1.97204167,46.2625,241.8947917,,76.31220833,1404.873708,24.932125,676.99975,32.41666667,1.02083333,45.575,23.99720833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-21,2023,3,21,9.782625,2.09354167,42.47916667,226.1716667,,77.932,1471.781708,26.49329167,677.526375,23.10416667,0.85833333,34.325,23.64916667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-20,2023,3,20,4.286375,1.73620833,36.10416667,227.1885417,,73.06670833,1044.191125,20.76041667,678.4174167,16.7625,0.90833333,27.79583333,23.86258333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-19,2023,3,19,3.37254167,2.116,39.37916667,217.799125,,78.885875,1070.481542,19.35895833,678.2950833,15.69166667,1.2125,23.51666667,23.611375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-18,2023,3,18,10.617625,2.1375,33.26956522,210.407625,,80.01208333,1222.182708,21.18145833,678.070875,12.70833333,1.2,24.25416667,23.26491667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-17,2023,3,17,9.30641667,2.01725,30.9826087,234.4154583,,83.394125,1270.578083,23.62758333,678.0421667,9.4125,1.675,19.2875,22.35220833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-16,2023,3,16,11.6729,1.46185714,17.365,220.2476191,,88.60904762,1331.08481,23.8842,678.5661429,11.27619048,0.89166667,22.93809524,21.23733333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-15,2023,3,15,13.87095833,1.82025,25.25909091,240.9614167,,85.94458333,1355.656208,22.87145833,678.21225,9.47083333,1.05416667,19.8375,22.02829167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-14,2023,3,14,18.68329167,1.7315,33.53684211,233.6842917,,85.080125,1447.834458,23.23629167,678.5747917,8.9875,1.55833333,21.55416667,22.55866667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-13,2023,3,13,15.05304167,1.517,19.35909091,217.1689167,,92.77533333,1539.792625,25.98404167,679.2357083,8.9875,1.20416667,15.97916667,20.736375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-12,2023,3,12,9.17295833,1.14054167,22.17142857,236.983875,,91.34933333,1322.036125,22.06945833,678.9706667,11.7375,1.09583333,18.975,20.78729167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-11,2023,3,11,10.94191667,0.98541667,13.86363636,214.4686667,,94.78979167,1336.394,28.12666667,678.732875,13.38333333,1.12083333,20.64166667,19.565375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-10,2023,3,10,19.22345833,1.72404167,28.73478261,205.3992083,,80.534,1487.996667,25.36404167,678.097625,13.7,1.44166667,30.65,22.402125,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-09,2023,3,9,13.33883333,1.17154167,12.95833333,226.5498333,,94.11158333,1434.199958,28.6305,678.7324583,11.74583333,0.39583333,20.80416667,20.074,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-08,2023,3,8,17.13470833,1.77033333,20.90909091,220.7902083,,85.4475,1541.48175,25.9205,677.7902917,13.3375,0.9875,28.10416667,21.94295833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-07,2023,3,7,12.22154167,1.688125,24.18333333,247.1593333,,82.3305,1448.029208,25.609875,677.038,9.52916667,0.775,20.825,22.89858333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-06,2023,3,6,13.985,1.83520833,26.025,228.4155833,,82.00591667,1461.687667,22.626875,676.9024167,13.55,1.1,25.14583333,23.76995833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-05,2023,3,5,10.48073913,1.90769565,24.95217391,228.7094348,,81.10791304,1193.607652,18.53752174,676.7507391,15.89565217,0.8,26.4173913,23.84243478,112.8596364
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-04,2023,3,4,12.175375,1.575125,28.875,193.7245833,,87.24320833,1503.862708,26.50091667,676.176,25.79583333,0.6,36.85416667,23.05104167,72.210375
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-03,2023,3,3,11.76120833,1.96654167,37.68333333,236.7809167,,73.93858333,1437.002208,26.72325,675.1070417,21.37083333,1.00416667,33.75,25.41533333,120.4942917
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-02,2023,3,2,12.93141667,1.94291667,35.50416667,205.817,,74.38220833,1371.975208,25.351875,675.8452083,23.10416667,1.2375,35.67083333,24.59108333,113.2229583
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-03-01,2023,3,1,9.81225,1.86841667,32.64583333,216.9974583,,82.52170833,1349.316292,24.59120833,677.4398333,17.2375,1.075,26.90416667,23.221625,118.89475
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-28,2023,2,28,10.09725,2.25654167,37.49583333,256.519875,,73.432625,1242.396667,23.89429167,677.2660417,20.1625,1.09166667,31.37083333,24.92366667,138.4411667
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-27,2023,2,27,3.54470833,2.43870833,48.60416667,224.6077083,,70.01379167,936.3047083,18.60408333,677.3205417,17.39166667,1.84166667,28.69166667,24.75225,153.7444583
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-26,2023,2,26,7.77717391,2.04695652,49.32608696,246.6785652,,67.59134783,1189.605304,28.31369565,677.1732609,27.77826087,1.14347826,43.8,24.41313043,150.266913
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-25,2023,2,25,11.298125,1.928625,43.6875,248.765,,66.090125,1268.613,33.8665,677.506875,26.14583333,1.275,44.17916667,24.276,153.404125
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-24,2023,2,24,18.510625,1.90333333,37.50416667,211.6817917,,68.93179167,1528.245208,36.8835,678.1742917,24.59166667,1.35416667,43.52083333,23.78354167,129.4342917
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-23,2023,2,23,13.65720833,1.77483333,38.59166667,224.9145,,69.106875,1210.724792,25.50270833,678.5312917,16.69583333,1.4875,27.625,23.20879167,146.1278333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-22,2023,2,22,16.00154167,1.319375,19.825,215.5506667,,81.80954167,1331.393708,27.30691667,678.8840417,15.55416667,1.20833333,28.475,21.10495833,47.59054167
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-21,2023,2,21,6.47179167,2.026625,39.08333333,203.74425,,77.5485,1011.24625,22.00916667,677.1917083,17.5625,1.225,28.25416667,22.798,89.18070833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-20,2023,2,20,7.26620833,2.10908333,45.6375,235.249125,,68.822875,1045.029458,24.75575,676.5726667,17.99166667,1.58333333,34.3375,24.68541667,149.3678333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-19,2023,2,19,6.34026087,1.88217391,40.24782609,247.9728261,,65.53513043,931.987087,23.58465217,676.5233478,12.93043478,1.34782609,24.00434783,24.56713043,153.300087
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-18,2023,2,18,8.246625,2.22875,34.40416667,244.8805833,,71.83354167,953.9377917,21.411375,676.6267083,9.97083333,1.46666667,20.9625,23.798,149.6791667
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-17,2023,2,17,16.21254167,1.83175,23.19583333,247.71375,,79.22475,1324.71275,25.164,675.87225,15.6125,1.0625,29.76666667,23.51533333,114.6270833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-16,2023,2,16,14.99495833,1.507375,21.42173913,226.0845833,,83.456,1324.548,26.73933333,676.578,15.97083333,0.925,31.04166667,23.01383333,61.26208333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-15,2023,2,15,10.85729167,1.74820833,24.55416667,205.32825,,85.7015,1155.978458,22.49470833,676.8452917,9.57083333,1.38333333,17.8875,23.033375,100.1730833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-14,2023,2,14,15.01981818,1.68295455,27.81818182,205.0735,,76.01645455,1144.799045,25.11081818,676.5305,15.44545455,1.25,29.06818182,24.27313636,111.8810455
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-13,2023,2,13,8.0815,2.01354167,23.21666667,227.1631667,,81.37616667,1175.439917,25.00154167,676.0569583,13.375,0.43,22.69166667,23.31358333,115.9804167
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-12,2023,2,12,6.62458333,1.91025,35.8875,221.7510417,,71.67725,926.3917917,23.77325,675.4035833,17.525,1.15,30.2125,24.72454167,120.4194167
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-11,2023,2,11,6.73854167,2.01445833,49.62142857,237.6506667,,72.45104167,1001.774958,31.961875,675.7509167,20.48333333,1.575,36.42083333,24.5785,121.1202083
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-10,2023,2,10,10.065625,1.93779167,4.7,204.2985,,70.10345833,1079.817542,35.17779167,676.030375,19.05,0.8875,36.84583333,24.46291667,112.16525
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-09,2023,2,9,10.83775,1.85304167,29.375,216.7624583,,72.98541667,994.16075,25.59283333,676.667125,16.0625,1.39583333,30.2875,23.57820833,107.0275
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-08,2023,2,8,11.09304167,2.28283333,36.2625,170.8642083,,67.10745833,856.765625,23.27670833,676.32625,15.13333333,1.58333333,30.58333333,24.474875,149.82575
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-07,2023,2,7,12.14758333,1.98570833,30.35,219.4563333,,67.96945833,1069.577542,27.98858333,676.5305833,19.08333333,1.72608696,37.46666667,24.36941667,117.4342083
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-06,2023,2,6,21.3469,1.707625,29.15833333,231.4544583,,69.662125,1370.028083,42.38305,676.8875833,23.07916667,1.17857143,45.19166667,23.862875,84.98904167
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-05,2023,2,5,8.23675,1.92308333,39.20416667,222.689625,,68.21229167,846.1399167,30.70304167,677.4672917,21.69166667,1.04166667,35.525,23.83754167,106.318375
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-04,2023,2,4,13.73533333,2.066625,40.75416667,222.2418333,,70.40983333,981.4012917,35.267,678.2260417,24.52916667,2.14583333,44.0625,23.75754167,128.5897083
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-03,2023,2,3,11.038,1.79604167,29.77826087,183.7289583,,63.64525,1133.302391,48.32245455,677.3371667,20.85,2.025,48.41666667,23.38433333,115.6244583
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-02,2023,2,2,41.8985,1.77183333,43.66315789,233.9990833,,65.068875,1094.831167,70.8241,677.0993333,21.81304348,,45.33913043,23.19154167,154.9878333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-02-01,2023,2,1,17.80666667,1.64754167,19.92,215.051,,65.55766667,1088.199083,59.19975,677.2452083,20.77083333,,44.86666667,23.41808333,146.8648333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-31,2023,1,31,11.94675,1.84904167,20.175,224.73725,,67.60675,1084.633042,48.24620833,677.215875,19.25,,41.75,23.74779167,104.629625
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-30,2023,1,30,16.39141667,2.01070833,,221.4518333,,66.019125,1006.97175,36.25920833,676.94525,18.88333333,,42.7125,23.917375,151.44
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-29,2023,1,29,14.74854167,1.94,,176.696375,,62.71054167,807.9217083,33.77216667,676.3117917,16.20833333,,35.77916667,23.43183333,158.1455417
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-28,2023,1,28,21.47783333,1.82395833,,212.0874167,,64.99095833,944.461,40.20466667,676.5232083,18.6125,,44.68333333,22.87191667,156.9320833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-27,2023,1,27,25.51075,2.05570833,,218.1994167,,62.98208333,922.321125,41.1115,676.6230833,17.20833333,,40.1,23.23179167,158.0866667
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-26,2023,1,26,31.38691667,1.81583333,,217.0391667,,56.548625,991.5905833,42.23716667,676.4471667,13.97916667,,35.05416667,23.14091667,161.8537917
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-25,2023,1,25,21.422125,1.6835,3.9,194.3198333,,68.34995833,847.8707917,33.62841667,676.606875,15.37083333,,34.24166667,23.275875,137.644
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-24,2023,1,24,22.382875,1.632875,27.0826087,225.8545,,74.47033333,897.3024167,31.739625,677.0532083,14.94583333,,30.35833333,22.89016667,108.744375
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-23,2023,1,23,20.79216667,1.57545833,27.67272727,222.2769167,,74.11666667,845.33275,31.17366667,677.260375,14.725,,31.56666667,23.10708333,129.8784583
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-22,2023,1,22,13.42879167,1.67045833,28.36666667,208.5094583,,74.85404167,654.444625,29.6405,676.50325,14.8875,,28.77083333,22.75925,90.23770833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-21,2023,1,21,13.97916667,1.63325,32.06086957,211.3549167,,73.29604167,779.1465417,28.15358333,676.8179583,14.19583333,,29.10416667,23.13479167,140.5230417
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-20,2023,1,20,15.133375,1.85633333,30.13478261,228.9807083,,75.58541667,748.1392917,29.06279167,677.6979167,12.4625,,25.88333333,22.93458333,110.9672917
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-19,2023,1,19,16.39775,1.7535,25.13636364,222.1440833,,77.30775,703.2682083,28.96954167,677.8094583,12.57916667,,27.28333333,22.833125,112.7958333
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-18,2023,1,18,15.134375,1.83275,26.77391304,231.8426667,,74.46870833,625.5817917,29.85083333,677.3609167,11.925,,26.23333333,23.29541667,100.6995833
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-17,2023,1,17,11.9755,1.91458333,29.41904762,237.5587917,,76.38216667,594.5715,26.1375,676.96425,11.04166667,,23.60416667,23.68895833,130.9472083
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-16,2023,1,16,7.88165217,2.2563913,28.11304348,225.8630435,,77.47586957,544.4379565,22.87356522,677.5493044,8.79565217,,18.24347826,23.33117391,121.3418696
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-15,2023,1,15,7.54947826,2.21343478,28.93043478,269.8995652,,79.04347826,425.5557391,20.87804348,677.9816087,9.7173913,,17.4,23.20547826,121.2086957
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-14,2023,1,14,15.138625,1.725,26.09090909,189.6458333,,79.4625,556.142125,25.05208333,677.875,8.65,,18.8625,22.70833333,126.6666667
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-01-13,2023,1,13,14.870875,1.65,21.11304348,175.0583333,,81.66666667,617.44575,24.83666667,677.5333333,8.1625,,19.42083333,22.69166667,99.10833333
